type,country,region,lat,lon,price_usd,area_m2,floor,rooms,expenses,property_url
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.563337,-58.710017,460000.0,390.0,,4.0,,http://san-miguel-san-miguel.properati.com.ar/104gn_venta_casa_san-miguel_suite_hidromasaje_lavadero_parrilla_piscina_terraza_toilette_vestidor_amoblado_placard_doble-circulacion_federico-negro-estudio-inmobiliario
apartment,Argentina,Capital Federal,-34.6206701,-58.4280921,157000.0,74.0,,3.0,1700.0,http://caballito.properati.com.ar/10hoh_venta_departamentos_caballito_balcon_lavadero_toilette_luminoso_grupo-mega-junin
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.543055,-58.7118577,350000.0,280.0,,3.0,,http://san-miguel-san-miguel.properati.com.ar/104g8_venta_casa_san-miguel_lavadero_garage_federico-negro-estudio-inmobiliario
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.5086,-58.4915,82000.0,39.0,,2.0,,http://olivos.properati.com.ar/xh7e_venta_departamentos_olivos_lavadero_lujoso_placard_aire-acondicionado
apartment,Argentina,Capital Federal,-34.617869,-58.422687,119000.0,50.0,,,,http://almagro.properati.com.ar/10oz7_venta_departamentos_almagro_balcon_lavadero_luminoso_amoblado_amenities_vaira-propiedades
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.4887628,-58.5010475,185000.0,61.0,1.0,,,http://martinez.properati.com.ar/zh9c_venta_departamentos_martinez_rodriguez-pena_0_baulera_luminoso_garage_estrenar_tizado-olivos
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.455530115,-58.8676664745,260000.0,223.0,,,,http://barrio-cerrado-la-delfina.properati.com.ar/12nnb_venta_casa_barrio-cerrado-la-delfina-_suite_hidromasaje_lavadero_piscina_toilette_vestidor_aire-acondicionado_blanco-propiedades_dii
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.4114685727,-58.6886063043,295000.0,250.0,,4.0,3000.0,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/11fon_venta_casa_lomas-de-benavidez_balcon_suite_jardin_parrilla_piscina_toilette_vestidor_luminoso_aire-acondicionado_mosquera-gallastegui
apartment,Argentina,Bs.As. G.B.A. Zona Sur,-34.721929,-58.277244,60836.85,37.0,,2.0,,http://quilmes.properati.com.ar/whea_venta_departamentos_quilmes
apartment,Argentina,Capital Federal,-34.5972390007,-58.3975515537,290000.0,82.0,2.0,3.0,3600.0,http://recoleta.properati.com.ar/12ve2_venta_departamentos_recoleta_junin_1000_balcon_baulera_suite_lavadero_toilette_lujoso_placard_aire-acondicionado_subte-linea-d_subte-linea-h_efege-propiedades
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.5083734,-58.5347343,420000.0,0.0,,,,http://martinez.properati.com.ar/12rey_venta_casa_martinez_avenida-fondo-de-la-legua_2300_garage_reed-propiedades
house,Argentina,Bs.As. G.B.A. Zona Oeste,-34.5982897304,-58.8808022212,23012.77,80.0,,,,http://general-rodriguez-bs-as-g-b-a-zona-oeste.properati.com.ar/111i1_venta_casa_general-rodriguez_piscina_ramirez-mandatos-negocios-inmobiliarios
apartment,Argentina,Capital Federal,-34.6044029,-58.418703,149000.0,76.0,10.0,4.0,1100.0,http://almagro.properati.com.ar/wxfo_venta_departamentos_almagro
apartment,Argentina,Capital Federal,-34.5628985,-58.4652556,199000.0,63.0,,3.0,2500.0,http://belgrano.properati.com.ar/yt5p_venta_departamentos_belgrano_parrilla_piscina_sum_terraza_toilette_luminoso_garage_amenities_estrenar_meet-invest-re
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.411796,-58.843546,280000.0,160.0,,4.0,,http://haras-del-pilar-las-praderas-1-y-2.properati.com.ar/ybxi_venta_casa_haras-del-pilar-las-praderas-1-y-2_suite_gimnasio_hidromasaje_lavadero_parrilla_piscina_sum_toilette_vestidor_sauna_garage_tenis_placard_estrenar_losa-radiante_re-max-total-i
apartment,Argentina,Bs.As. G.B.A. Zona Oeste,-34.6507909,-58.5559172,90000.0,48.0,,,,http://ramos-mejia.properati.com.ar/nnsh_venta_departamentos_ramos-mejia
apartment,Argentina,Bs.As. G.B.A. Zona Sur,-34.7452006,-58.3964872,88000.0,47.0,,2.0,,http://banfield.properati.com.ar/10n6s_venta_departamentos_banfield_balcon_lavadero_placard_cabrera-propiedades_b4e
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.4839185844,-58.5691008273,920000.0,449.0,,5.0,,http://san-isidro-bs-as-g-b-a-zona-norte.properati.com.ar/vqp5_alquiler_casa_san-isidro
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.4430814,-58.5572346,387000.0,200.0,,,,http://san-fernando-bs-as-g-b-a-zona-norte.properati.com.ar/10353_venta_casa_san-fernando_alsina_1400_lavadero_dependencias_impecable_acres-inmuebles-carlos-alberto-gutierrez-csi-2402
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.4277023,-58.5764369,145000.0,75.0,4.0,,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/zi1q_venta_departamentos_tigre_enciso_1100_garage_placard_estrenar_lindblom-propiedades-north
apartment,Argentina,Capital Federal,-34.5986461,-58.39644,283700.0,109.0,,1.0,2100.0,http://barrio-norte.properati.com.ar/10anq_venta_departamentos_barrio-norte_luminoso_lujoso_garage_estrenar_max-plen-soaje-pinto_cxu
apartment,Argentina,Capital Federal,-34.6037137392,-58.3815808896,85000.0,0.0,,3.0,600.0,http://caballito.properati.com.ar/r5ti_venta_departamentos_caballito
apartment,Argentina,Bs.As. G.B.A. Zona Sur,-34.915627,-57.9729443,90000.0,45.0,,,,http://la-plata-bs-as-g-b-a-zona-sur.properati.com.ar/12fok_venta_departamentos_la-plata_lavadero_placard_estrenar_martin-lacerra-estudio-inmobiliario
apartment,Argentina,Capital Federal,-34.6171601,-58.4566753,74400.0,31.0,,1.0,,http://caballito.properati.com.ar/10ruk_venta_departamentos_caballito_balcon_lavadero_parrilla_sum_terraza_grupo-g-asociados_cgu
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.436115,-58.5612752,92000.0,0.0,2.0,,,http://san-fernando-bs-as-g-b-a-zona-norte.properati.com.ar/uhlx_venta_departamentos_san-fernando_avenida-presidente-teniente-general-juan-domingo-peron_400
house,Argentina,Capital Federal,-34.5459622,-58.4770866,380000.0,280.0,,,,http://saavedra.properati.com.ar/112xx_venta_casa_saavedra_luminoso_oppel-inmuebles
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.4823688,-58.5039488,360000.0,198.0,,,,http://acassuso.properati.com.ar/nlw5_venta_casa_acassuso_albarellos_1100
apartment,Argentina,Bs.As. G.B.A. Zona Oeste,-34.651373,-58.583565,73000.0,40.0,,2.0,,http://villa-luzuriaga.properati.com.ar/116ol_venta_departamentos_la-matanza_balcon_terraza_luminoso_garage_amoblado_placard_re-max-oeste
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.4444789,-58.5516189,81200.0,39.0,3.0,2.0,,http://san-fernando.properati.com.ar/yge0_venta_departamentos_san-fernando_balcon_baulera_lavadero_parrilla_sum_garage_estrenar_bez-propiedades
apartment,Argentina,Capital Federal,-34.624943,-58.416152,130000.0,70.0,,3.0,,http://almagro.properati.com.ar/103bn_venta_departamentos_almagro_balcon_lavadero_luminoso_dependencias_re-max-total-v
apartment,Argentina,Capital Federal,-34.5995053,-58.4019575,140000.0,83.0,1.0,3.0,1200.0,http://barrio-norte.properati.com.ar/wk10_venta_departamentos_barrio-norte
house,Argentina,Bs.As. G.B.A. Zona Oeste,-34.6266499928,-58.5605256583,100000.0,105.0,,,,http://ciudadela.properati.com.ar/x78p_venta_casa_ciudadela
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.480453,-58.5069162,165000.0,57.0,,3.0,1380.0,http://acassuso.properati.com.ar/wup0_venta_departamentos_acassuso
apartment,Argentina,Bs.As. G.B.A. Zona Oeste,-34.6538838,-58.6151787,64000.0,30.0,,,,http://moron-bs-as-g-b-a-zona-oeste.properati.com.ar/uj3w_venta_departamentos_moron
apartment,Argentina,Capital Federal,-34.61098,-58.417856,179869.0,71.0,,3.0,,http://almagro.properati.com.ar/11c3o_venta_departamentos_almagro_balcon_gimnasio_parrilla_piscina_luminoso_vista_lujoso_garage_amenities_center-propiedades
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.5075624,-58.47782,427000.0,91.0,8.0,,,http://olivos.properati.com.ar/t4o2_venta_departamentos_olivos_corrientes_300
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.4204384,-58.5759132,120000.0,52.0,3.0,,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/zh44_venta_departamentos_tigre_albarellos_100_lavadero_parrilla_garage_amoblado_mieres-tigre-centro
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.4859728,-58.545935,550000.0,285.0,,,,http://bs-as-g-b-a-zona-norte.properati.com.ar/11exg_venta_casa_bs-as-g-b-a-zona-norte_diego-palma_2700_suite_lavadero_parrilla_piscina_quincho_vista_dependencias_garage_achaval-toribio-acassuso
apartment,Argentina,Bs.As. G.B.A. Zona Oeste,-34.6558217,-58.6185651,56000.0,42.0,,2.0,,http://moron.properati.com.ar/rq1x_venta_departamentos_moron
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.4887628,-58.5010475,160000.0,59.0,3.0,,,http://martinez.properati.com.ar/11hqy_venta_departamentos_martinez_rodriguez-pena_0_patio_vista_garage_placard_mariano-meyer-propiedades-csi-5637
house,Argentina,Bs.As. G.B.A. Zona Oeste,-34.6517461407,-58.5521916635,163000.0,105.0,,,,http://ramos-mejia.properati.com.ar/wohm_venta_casa_ramos-mejia
house,Argentina,Bs.As. G.B.A. Zona Sur,-34.854899,-58.386819,145000.0,120.0,,3.0,,http://longchamps.properati.com.ar/11lf4_venta_casa_longchamps_parrilla_quincho_garage_re-max-alianza
apartment,Argentina,Capital Federal,-34.5546524,-58.4936437,100537.0,30.0,,1.0,,http://saavedra.properati.com.ar/12izs_venta_departamentos_saavedra_baulera_luminoso_garage_le-bleu
apartment,Argentina,Bs.As. G.B.A. Zona Oeste,-34.6738693,-58.5619616,104000.0,58.0,,,,http://san-justo-la-matanza.properati.com.ar/e6z7_venta_departamento_san-justo
house,Argentina,Bs.As. G.B.A. Zona Norte,-38.9525319,-68.1199855,120000.0,100.0,,,,http://pilar.properati.com.ar/w9h7_venta_casa_altos-del-pilar
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.354066,-58.738275,240000.0,178.0,,4.0,,http://el-canton-barrio-puerto.properati.com.ar/yqpb_venta_casa_el-canton-barrio-puerto_balcon_suite_lavadero_parrilla_terraza_vestidor_vista_dependencias_garage_estrenar_losa-radiante_re-max-uno
apartment,Argentina,Bs.As. G.B.A. Zona Sur,-34.8774416,-58.5060392,125000.0,42.0,,1.0,,http://canning-ezeiza.properati.com.ar/ihkx_venta_departamento_canning
house,Argentina,Bs.As. G.B.A. Zona Sur,-34.9409895,-58.3861011,250000.0,300.0,,4.0,,http://presidente-peron.properati.com.ar/9uy0_venta_casa_presidente-peron_mexico
house,Argentina,Bs.As. G.B.A. Zona Oeste,-34.6535781,-58.7296663,135000.0,135.0,,3.0,,http://ituzaingo.properati.com.ar/yp27_venta_casa_ituzaingo_laprida_1200_lavadero_parrilla_patio_garage_placard_gustavo-piccione-propiedades_3lk
apartment,Argentina,Capital Federal,-34.5899535,-58.4147517,328000.0,140.0,3.0,5.0,5900.0,http://barrio-norte.properati.com.ar/1085s_venta_departamentos_palermo_buyma-propiedades
apartment,Argentina,Capital Federal,-34.554535,-58.455713,89000.0,33.0,,1.0,,http://belgrano.properati.com.ar/xdz0_venta_departamentos_belgrano
apartment,Argentina,Capital Federal,-34.6266557,-58.4562243,80000.0,40.0,7.0,2.0,1500.0,http://flores.properati.com.ar/12vhe_venta_departamentos_flores_luminoso_subte-linea-a_the-union-propiedades_8tu
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.4219091,-58.5796396,227306.99,70.0,,3.0,,http://tigre.properati.com.ar/zsj8_venta_departamentos_tigre_balcon_suite_toilette_vista_garage_nucifora-propiedades_cro
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.5792575415,-58.5391321603,110000.0,61.0,,3.0,,http://general-san-martin-bs-as-g-b-a-zona-norte.properati.com.ar/zmmk_venta_departamentos_general-san-martin_luminoso_finpro
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.5719835653,-58.5429346561,24663.58,56.0,8.0,3.0,,http://barrio-parque-general-san-martin.properati.com.ar/11pw8_venta_departamentos_barrio-parque-general-san-martin_garage_aire-acondicionado_estrenar_rocchio-propiedades_bdw
apartment,Argentina,Bs.As. G.B.A. Zona Sur,-34.7586649,-58.3976837,130000.0,71.0,,,,http://lomas-de-zamora-bs-as-g-b-a-zona-sur.properati.com.ar/e6k3_venta_departamento_lomas-de-zamora
apartment,Argentina,Capital Federal,-34.6076122891,-58.4401524326,40711.36,34.0,,,,http://parque-centenario.properati.com.ar/ebjd_venta_departamento_parque-centenario
apartment,Argentina,Capital Federal,-34.603367,-58.4095145,84000.0,38.0,,1.0,1000.0,http://abasto.properati.com.ar/xz6e_venta_departamentos_abasto_luminoso_garage_amoblado_aire-acondicionado_goldstein-propiedades-srl_9yp
apartment,Argentina,Capital Federal,-34.5987952,-58.431148,110000.0,44.0,,2.0,1000.0,http://villa-crespo.properati.com.ar/rqid_venta_departamentos_villa-crespo_lavalleja_800
apartment,Argentina,Capital Federal,-34.546801,-58.478304,115000.0,67.0,1.0,2.0,,http://saavedra.properati.com.ar/10oqa_venta_departamentos_saavedra_balcon_patio_sum_terraza_luminoso_lujoso_amenities_placard_estrenar_re-max-vanguard
house,Argentina,Capital Federal,-34.6593562,-58.5167781,380000.0,160.0,,4.0,,http://mataderos.properati.com.ar/1087y_venta_casa_mataderos_niro-brokers
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.4751293812,-58.6357399647,390000.0,230.0,,4.0,5200.0,http://solares-del-talar.properati.com.ar/117fw_venta_casa_solares-del-talar_suite_jardin_lavadero_parrilla_piscina_toilette_vestidor_dependencias_placard_pozzi-inmobiliaria_bcg
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.4615486,-58.8623179,900000.0,650.0,,,,http://altos-del-pilar.properati.com.ar/w9ou_venta_casa_pilar_pilar_100
house,Argentina,Bs.As. G.B.A. Zona Sur,-34.8333196,-58.3973394,120000.0,145.0,,,,http://burzaco.properati.com.ar/g10t_venta_casa_burzaco
apartment,Argentina,Capital Federal,-34.5607997,-58.4661541,137500.0,46.0,8.0,,1200.0,http://belgrano.properati.com.ar/sfq7_venta_departamentos_belgrano_roosevelt-franklin-d-_3000
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.5221047,-58.4906011,250000.0,250.0,,3.0,,http://vicente-lopez-bs-as-g-b-a-zona-norte.properati.com.ar/mql9_venta_casa_vicente-lopez
apartment,Argentina,Capital Federal,-34.5990818,-58.3791226,88000.0,33.0,7.0,2.0,1940.0,http://centro-microcentro.properati.com.ar/zvva_venta_departamentos_centro-microcentro_balcon_baulera_luminoso_kitchinete_amoblado_placard_aire-acondicionado_buyma-propiedades
house,Argentina,Bs.As. G.B.A. Zona Sur,-34.8971586,-58.4845715,260000.0,145.0,,4.0,2500.0,http://canning.properati.com.ar/11qo2_venta_casa_canning_lavadero_belprop-de-luca
apartment,Argentina,Bs.As. G.B.A. Zona Oeste,-34.6646605,-58.5837427,55000.0,42.0,,,,http://villa-luzuriaga.properati.com.ar/12kzv_venta_departamentos_villa-luzuriaga_parrilla_estrenar_saad-centurion-propiedades_di6
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.5224171,-58.4733617,850000.0,166.0,15.0,,,http://vicente-lopez-bs-as-g-b-a-zona-norte.properati.com.ar/vevf_venta_departamentos_vicente-lopez_avenida-del-libertador_1200
apartment,Argentina,Capital Federal,-34.6085660579,-58.39925557,115000.0,65.0,,3.0,,http://once.properati.com.ar/ymp6_venta_departamentos_once_pasteur_100_lavadero_garage_blejman-propiedades_bsl
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.3439461,-58.8058336,120000.0,300.0,,,,http://bs-as-g-b-a-zona-norte.properati.com.ar/p7dv_venta_casa_bs-as-g-b-a-zona-norte_irigoyen-bernardo-de_1800
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.3867984013,-58.7035884713,320000.0,230.0,,4.0,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/10wro_venta_casa_tigre_suite_lavadero_parrilla_piscina_vestidor_garage_losa-radiante_chozas-puntabayres_4pn
apartment,Argentina,Bs.As. G.B.A. Zona Oeste,-34.6036844,-58.3815591,65769.56,40.0,7.0,2.0,,http://ciudad-jardin-lomas-del-palomar.properati.com.ar/zfz7_venta_departamentos_ciudad-jardin-lomas-del-palomar_jardin_terraza_garage_placard_faustino-paez
house,Argentina,Bs.As. G.B.A. Zona Oeste,-34.6818221904,-58.5661865381,230000.0,164.0,,,,http://san-justo-la-matanza.properati.com.ar/ecmt_venta_casa_san-justo
apartment,Argentina,Capital Federal,-34.574014,-58.43901,385000.0,110.0,,4.0,,http://belgrano.properati.com.ar/12hkb_venta_departamentos_belgrano_balcon_baulera_suite_lavadero_parrilla_piscina_sum_toilette_vestidor_lujoso_garage_losa-radiante_subte-linea-d_re-max-ayres
house,Argentina,Bs.As. G.B.A. Zona Sur,-34.760385,-58.4129674,160000.0,0.0,,,,http://lomas-de-zamora.properati.com.ar/12ti5_venta_casa_lomas-de-zamora_lavadero_cabello-propiedades
house,Argentina,Bs.As. G.B.A. Zona Sur,-34.8055476,-58.4048433,175000.0,0.0,,4.0,,http://adrogue.properati.com.ar/zn0p_venta_casa_adrogue_balcon_jardin_lavadero_patio_toilette_luminoso_vista_garage_placard_gazda-propiedades_cq0
apartment,Argentina,Capital Federal,-34.5630708666,-58.4431577725,250000.0,123.0,,,,http://belgrano.properati.com.ar/10s9u_venta_departamentos_belgrano_balcon_toilette_luminoso_impecable_doble-circulacion_roberto-siconolfi-propiedes
apartment,Argentina,Bs.As. G.B.A. Zona Oeste,-34.6593472,-58.5675776,140000.0,83.0,,,,http://ramos-mejia.properati.com.ar/6l57_venta_departamento_ramos-mejia
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.5028,-58.4945,150000.0,53.0,,2.0,,http://olivos.properati.com.ar/xhc2_venta_departamentos_olivos_balcon_gimnasio_sum_terraza_garage_placard_estrenar
house,Argentina,Bs.As. G.B.A. Zona Oeste,-34.6501554839,-58.6168670654,150000.0,140.0,,,,http://moron-bs-as-g-b-a-zona-oeste.properati.com.ar/eg4s_venta_casa_moron
apartment,Argentina,Capital Federal,-34.618153,-58.362615,555000.0,47.0,9.0,1.0,,http://puerto-madero.properati.com.ar/117tr_venta_departamentos_puerto-madero_suite_palermo-nuevo
house,Argentina,Bs.As. G.B.A. Zona Oeste,-34.6570243,-58.6753978,320000.0,120.0,,3.0,,http://ituzaingo.properati.com.ar/vzm5_venta_casa_ituzaingo
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.5423816,-58.4872766,285000.0,170.0,,5.0,,http://vicente-lopez-bs-as-g-b-a-zona-norte.properati.com.ar/q3zq_venta_casa_vicente-lopez
apartment,Argentina,Bs.As. G.B.A. Zona Oeste,-34.5830508,-58.5416793,71000.0,42.0,1.0,1.0,,http://caseros.properati.com.ar/ur69_venta_departamentos_caseros
apartment,Argentina,Capital Federal,-34.6055653,-58.4042304,107000.0,64.0,,4.0,1740.0,http://once.properati.com.ar/wfwv_venta_departamentos_once
apartment,Argentina,Capital Federal,-34.6050835,-58.4608111,129500.0,46.0,1.0,3.0,300.0,http://paternal.properati.com.ar/103zp_venta_departamentos_paternal_lavadero_parrilla_terraza_luminoso_placard_eduardo-bertolotti-propiedades
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.5242108,-58.4840763,162000.0,70.0,13.0,,,http://olivos.properati.com.ar/x0wk_venta_departamentos_olivos_avenida-maipu_1600
house,Argentina,Bs.As. G.B.A. Zona Oeste,-34.5970902,-58.5882924,160000.0,130.0,,6.0,,http://ciudad-jardin-lomas-del-palomar.properati.com.ar/x6hf_venta_casa_ciudad-jardin-lomas-del-palomar
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.4369564144,-58.6323013727,220000.0,150.0,,3.0,,http://barrio-residencial-pacheco-2-nordelta.properati.com.ar/ormq_venta_casa_tigre
house,Argentina,Bs.As. G.B.A. Zona Oeste,-34.6746241,-58.6731826,68000.0,67.0,,,,http://ituzaingo-bs-as-g-b-a-zona-oeste.properati.com.ar/fhi6_venta_casa_ituzaingo
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.4467447,-58.5446347,230193.49,69.0,3.0,,,http://san-fernando-bs-as-g-b-a-zona-norte.properati.com.ar/nk33_venta_departamentos_san-fernando_del-libertador-av-_2300
apartment,Argentina,Bs.As. G.B.A. Zona Oeste,-34.5761632,-58.5355528,74000.0,76.0,,3.0,,http://caseros.properati.com.ar/ur5z_venta_departamentos_caseros
apartment,Argentina,Bs.As. G.B.A. Zona Oeste,-34.6551119081,-58.6276745709,64000.0,46.0,,,,http://moron-bs-as-g-b-a-zona-oeste.properati.com.ar/yfeh_venta_departamentos_moron_lavadero_parrilla_terraza_garage_placard_veronica-espinosa-negocios-inmobiliarios
apartment,Argentina,Capital Federal,-34.586177,-58.395407,160000.0,48.0,2.0,2.0,,http://recoleta.properati.com.ar/11mi9_venta_departamentos_recoleta_luminoso_re-max-avenida
apartment,Argentina,Capital Federal,-34.6302651,-58.3705411,52500.0,26.0,,1.0,1000.0,http://barracas.properati.com.ar/107ug_venta_departamentos_barracas_impecable_mks-propiedades_6m3
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.5466879463,-58.5678130871,65000.0,50.0,,2.0,,http://general-san-martin-bs-as-g-b-a-zona-norte.properati.com.ar/xwkx_venta_departamentos_general-san-martin_lavadero_viviana-villalobos-negocios-inmobiliarios
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.478569,-58.705723,190000.0,180.0,,4.0,,http://malvinas-argentinas-bs-as-g-b-a-zona-norte.properati.com.ar/10386_venta_casa_malvinas-argentinas_suite_jardin_parrilla_piscina_quincho_toilette_vestidor_luminoso_dependencias_garage_aire-acondicionado_re-max-total-i
